date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:28:21	5906/5906	------	200	untouched ('OK')	text/html	etag:W/%2261b1f71e-1712%22	https://ps2dev.github.io/ps2sdk/struct__fat__dir__list.html	/srv/http/rinassam/mirrors/ps2sdk/ps2dev.github.io/ps2sdk/struct__fat__dir__list.html	(from https://ps2dev.github.io/ps2sdk/annotated.html)
16:28:21	6727/6727	------	200	untouched ('OK')	text/html	etag:W/%2261b1f71e-1a47%22	https://ps2dev.github.io/ps2sdk/union__fat__direntry.html	/srv/http/rinassam/mirrors/ps2sdk/ps2dev.github.io/ps2sdk/union__fat__direntry.html	(from https://ps2dev.github.io/ps2sdk/annotated.html)
16:28:21	11734/11734	------	200	untouched ('OK')	text/html	etag:W/%2261b1f71e-2dd6%22	https://ps2dev.github.io/ps2sdk/struct__fat__direntry__lfn.html	/srv/http/rinassam/mirrors/ps2sdk/ps2dev.github.io/ps2sdk/struct__fat__direntry__lfn.html	(from https://ps2dev.github.io/ps2sdk/annotated.html)
16:28:21	16696/16696	------	200	untouched ('OK')	text/html	etag:W/%2261b1f71e-4138%22	https://ps2dev.github.io/ps2sdk/struct__fat__direntry__sfn.html	/srv/http/rinassam/mirrors/ps2sdk/ps2dev.github.io/ps2sdk/struct__fat__direntry__sfn.html	(from https://ps2dev.github.io/ps2sdk/annotated.html)
16:28:21	8748/8748	------	200	untouched ('OK')	text/html	etag:W/%2261b1f71e-222c%22	https://ps2dev.github.io/ps2sdk/struct__fat__direntry__summary.html	/srv/http/rinassam/mirrors/ps2sdk/ps2dev.github.io/ps2sdk/struct__fat__direntry__summary.html	(from https://ps2dev.github.io/ps2sdk/annotated.html)
16:28:21	24573/24573	------	200	untouched ('OK')	text/html	etag:W/%2261b1f71e-5ffd%22	https://ps2dev.github.io/ps2sdk/struct__fat__raw__bpb.html	/srv/http/rinassam/mirrors/ps2sdk/ps2dev.github.io/ps2sdk/struct__fat__raw__bpb.html	(from https://ps2dev.github.io/ps2sdk/annotated.html)
16:28:21	52256/52256	------	200	untouched ('OK')	text/html	etag:W/%2261b1f71e-cc20%22	https://ps2dev.github.io/ps2sdk/loadcore_8h.html	/srv/http/rinassam/mirrors/ps2sdk/ps2dev.github.io/ps2sdk/loadcore_8h.html	(from https://ps2dev.github.io/ps2sdk/annotated.html)
16:28:21	13347/13347	------	200	untouched ('OK')	text/html	etag:W/%2261b1f71e-3423%22	https://ps2dev.github.io/ps2sdk/fileio_8c.html	/srv/http/rinassam/mirrors/ps2sdk/ps2dev.github.io/ps2sdk/fileio_8c.html	(from https://ps2dev.github.io/ps2sdk/annotated.html)
16:28:21	8712/8712	------	200	untouched ('OK')	text/html	etag:W/%2261b1f71e-2208%22	https://ps2dev.github.io/ps2sdk/struct__fs__dir.html	/srv/http/rinassam/mirrors/ps2sdk/ps2dev.github.io/ps2sdk/struct__fs__dir.html	(from https://ps2dev.github.io/ps2sdk/annotated.html)
16:28:21	10435/10435	------	200	untouched ('OK')	text/html	etag:W/%2261b1f71e-28c3%22	https://ps2dev.github.io/ps2sdk/struct__fs__rec.html	/srv/http/rinassam/mirrors/ps2sdk/ps2dev.github.io/ps2sdk/struct__fs__rec.html	(from https://ps2dev.github.io/ps2sdk/annotated.html)
16:28:21	699075/699075	------	200	untouched ('OK')	text/html	etag:W/%2261b1f71e-aaac3%22	https://ps2dev.github.io/ps2sdk/libgs_8h.html	/srv/http/rinassam/mirrors/ps2sdk/ps2dev.github.io/ps2sdk/libgs_8h.html	(from https://ps2dev.github.io/ps2sdk/annotated.html)
16:28:21	22158/22158	------	200	untouched ('OK')	text/html	etag:W/%2261b1f71e-568e%22	https://ps2dev.github.io/ps2sdk/alloc_8c.html	/srv/http/rinassam/mirrors/ps2sdk/ps2dev.github.io/ps2sdk/alloc_8c.html	(from https://ps2dev.github.io/ps2sdk/annotated.html)
16:28:21	13902/13902	------	200	untouched ('OK')	text/html	etag:W/%2261b1f71e-364e%22	https://ps2dev.github.io/ps2sdk/struct__inquiry__data.html	/srv/http/rinassam/mirrors/ps2sdk/ps2dev.github.io/ps2sdk/struct__inquiry__data.html	(from https://ps2dev.github.io/ps2sdk/annotated.html)
16:28:21	41567/41567	------	200	untouched ('OK')	text/html	etag:W/%2261b1f71e-a25f%22	https://ps2dev.github.io/ps2sdk/ioman_x_8h.html	/srv/http/rinassam/mirrors/ps2sdk/ps2dev.github.io/ps2sdk/ioman_x_8h.html	(from https://ps2dev.github.io/ps2sdk/annotated.html)
16:28:21	16124/16124	------	200	untouched ('OK')	text/html	etag:W/%2261b1f71e-3efc%22	https://ps2dev.github.io/ps2sdk/struct__iop__device__ops.html	/srv/http/rinassam/mirrors/ps2sdk/ps2dev.github.io/ps2sdk/struct__iop__device__ops.html	(from https://ps2dev.github.io/ps2sdk/annotated.html)
16:28:21	7213/7213	------	200	untouched ('OK')	text/html	etag:W/%2261b1f71e-1c2d%22	https://ps2dev.github.io/ps2sdk/struct__iop__device__ops__short.html	/srv/http/rinassam/mirrors/ps2sdk/ps2dev.github.io/ps2sdk/struct__iop__device__ops__short.html	(from https://ps2dev.github.io/ps2sdk/annotated.html)
16:28:21	47695/47695	------	200	untouched ('OK')	text/html	etag:W/%2261b1f71e-ba4f%22	https://ps2dev.github.io/ps2sdk/dmacman_8h.html	/srv/http/rinassam/mirrors/ps2sdk/ps2dev.github.io/ps2sdk/dmacman_8h.html	(from https://ps2dev.github.io/ps2sdk/annotated.html)
16:28:21	31050/31050	------	200	untouched ('OK')	text/html	etag:W/%2261b1f71e-794a%22	https://ps2dev.github.io/ps2sdk/thpool_8h.html	/srv/http/rinassam/mirrors/ps2sdk/ps2dev.github.io/ps2sdk/thpool_8h.html	(from https://ps2dev.github.io/ps2sdk/annotated.html)
16:28:21	29878/29878	------	200	untouched ('OK')	text/html	etag:W/%2261b1f71e-74b6%22	https://ps2dev.github.io/ps2sdk/ioman__mod_8h.html	/srv/http/rinassam/mirrors/ps2sdk/ps2dev.github.io/ps2sdk/ioman__mod_8h.html	(from https://ps2dev.github.io/ps2sdk/annotated.html)
16:28:21	11641/11641	------	200	untouched ('OK')	text/html	etag:W/%2261b1f71e-2d79%22	https://ps2dev.github.io/ps2sdk/struct__iop__io__device__ops.html	/srv/http/rinassam/mirrors/ps2sdk/ps2dev.github.io/ps2sdk/struct__iop__io__device__ops.html	(from https://ps2dev.github.io/ps2sdk/annotated.html)
16:28:21	21246/21246	------	200	untouched ('OK')	text/html	etag:W/%2261b1f71e-52fe%22	https://ps2dev.github.io/ps2sdk/thmsgbx_8h.html	/srv/http/rinassam/mirrors/ps2sdk/ps2dev.github.io/ps2sdk/thmsgbx_8h.html	(from https://ps2dev.github.io/ps2sdk/annotated.html)
16:28:21	31253/31253	------	200	untouched ('OK')	text/html	etag:W/%2261b1f71e-7a15%22	https://ps2dev.github.io/ps2sdk/ee_2kernel_2include_2sifcmd_8h.html	/srv/http/rinassam/mirrors/ps2sdk/ps2dev.github.io/ps2sdk/ee_2kernel_2include_2sifcmd_8h.html	(from https://ps2dev.github.io/ps2sdk/annotated.html)
16:28:21	55751/55751	------	200	untouched ('OK')	text/html	etag:W/%2261b1f71e-d9c7%22	https://ps2dev.github.io/ps2sdk/thbase_8h.html	/srv/http/rinassam/mirrors/ps2sdk/ps2dev.github.io/ps2sdk/thbase_8h.html	(from https://ps2dev.github.io/ps2sdk/annotated.html)
16:28:21	5423/5423	------	200	untouched ('OK')	text/html	etag:W/%2261b1f71e-152f%22	https://ps2dev.github.io/ps2sdk/struct__iop__thread.html	/srv/http/rinassam/mirrors/ps2sdk/ps2dev.github.io/ps2sdk/struct__iop__thread.html	(from https://ps2dev.github.io/ps2sdk/annotated.html)
16:28:21	9294/9294	---M-Z	200	added ('OK')	text/html	etag:W/%2261b1f71e-244e%22	https://ps2dev.github.io/ps2sdk/structalarm.html	/srv/http/rinassam/mirrors/ps2sdk/ps2dev.github.io/ps2sdk/structalarm.html	(from https://ps2dev.github.io/ps2sdk/annotated.html)
16:28:22	7406/7406	---M-Z	200	added ('OK')	text/html	etag:W/%2261b1f71e-1cee%22	https://ps2dev.github.io/ps2sdk/structapa__device__t.html	/srv/http/rinassam/mirrors/ps2sdk/ps2dev.github.io/ps2sdk/structapa__device__t.html	(from https://ps2dev.github.io/ps2sdk/annotated.html)
16:28:23	48061/48061	------	200	untouched ('OK')	text/html	etag:W/%2261b1f71e-bbbd%22	https://ps2dev.github.io/ps2sdk/ps2kbd_8c.html	/srv/http/rinassam/mirrors/ps2sdk/ps2dev.github.io/ps2sdk/ps2kbd_8c.html	(from https://ps2dev.github.io/ps2sdk/annotated.html)
16:28:23	31847/31847	------	200	untouched ('OK')	text/html	etag:W/%2261b1f71e-7c67%22	https://ps2dev.github.io/ps2sdk/iop_2usb_2keyboard_2include_2ps2kbd_8h.html	/srv/http/rinassam/mirrors/ps2sdk/ps2dev.github.io/ps2sdk/iop_2usb_2keyboard_2include_2ps2kbd_8h.html	(from https://ps2dev.github.io/ps2sdk/annotated.html)
16:28:23	15643/15643	------	200	untouched ('OK')	text/html	etag:W/%2261b1f71e-3d1b%22	https://ps2dev.github.io/ps2sdk/loadfile_8c.html	/srv/http/rinassam/mirrors/ps2sdk/ps2dev.github.io/ps2sdk/loadfile_8c.html	(from https://ps2dev.github.io/ps2sdk/annotated.html)
16:28:23	12687/12687	------	200	untouched ('OK')	text/html	etag:W/%2261b1f71e-318f%22	https://ps2dev.github.io/ps2sdk/list_8h.html	/srv/http/rinassam/mirrors/ps2sdk/ps2dev.github.io/ps2sdk/list_8h.html	(from https://ps2dev.github.io/ps2sdk/annotated.html)
16:28:23	17714/17714	------	200	untouched ('OK')	text/html	etag:W/%2261b1f71e-4532%22	https://ps2dev.github.io/ps2sdk/struct__mass__dev.html	/srv/http/rinassam/mirrors/ps2sdk/ps2dev.github.io/ps2sdk/struct__mass__dev.html	(from https://ps2dev.github.io/ps2sdk/annotated.html)
16:28:23	7503/7503	------	200	untouched ('OK')	text/html	etag:W/%2261b1f71e-1d4f%22	https://ps2dev.github.io/ps2sdk/struct___m_c_cache_dir.html	/srv/http/rinassam/mirrors/ps2sdk/ps2dev.github.io/ps2sdk/struct___m_c_cache_dir.html	(from https://ps2dev.github.io/ps2sdk/annotated.html)
16:28:23	53553/53553	------	200	untouched ('OK')	text/html	etag:W/%2261b1f71e-d131%22	https://ps2dev.github.io/ps2sdk/libmc-common_8h.html	/srv/http/rinassam/mirrors/ps2sdk/ps2dev.github.io/ps2sdk/libmc-common_8h.html	(from https://ps2dev.github.io/ps2sdk/annotated.html)
16:28:23	4776/4776	------	200	untouched ('OK')	text/html	etag:W/%2261b1f71e-12a8%22	https://ps2dev.github.io/ps2sdk/struct___mc_fat_cluster.html	/srv/http/rinassam/mirrors/ps2sdk/ps2dev.github.io/ps2sdk/struct___mc_fat_cluster.html	(from https://ps2dev.github.io/ps2sdk/annotated.html)
16:28:23	16554/16554	------	200	untouched ('OK')	text/html	etag:W/%2261b1f71e-40aa%22	https://ps2dev.github.io/ps2sdk/iop_2usb_2mouse_2include_2ps2mouse_8h.html	/srv/http/rinassam/mirrors/ps2sdk/ps2dev.github.io/ps2sdk/iop_2usb_2mouse_2include_2ps2mouse_8h.html	(from https://ps2dev.github.io/ps2sdk/annotated.html)
16:28:23	34479/34479	------	200	untouched ('OK')	text/html	etag:W/%2261b1f71e-86af%22	https://ps2dev.github.io/ps2sdk/ps2mouse_8c.html	/srv/http/rinassam/mirrors/ps2sdk/ps2dev.github.io/ps2sdk/ps2mouse_8c.html	(from https://ps2dev.github.io/ps2sdk/annotated.html)
16:28:23	25347/25347	---M-Z	200	added ('OK')	text/html	etag:W/%2261b1f71e-6303%22	https://ps2dev.github.io/ps2sdk/structapa__header__t.html	/srv/http/rinassam/mirrors/ps2sdk/ps2dev.github.io/ps2sdk/structapa__header__t.html	(from https://ps2dev.github.io/ps2sdk/annotated.html)
16:28:24	51047/51047	------	200	untouched ('OK')	text/html	etag:W/%2261b1f71e-c767%22	https://ps2dev.github.io/ps2sdk/libmpeg__internal_8h.html	/srv/http/rinassam/mirrors/ps2sdk/ps2dev.github.io/ps2sdk/libmpeg__internal_8h.html	(from https://ps2dev.github.io/ps2sdk/annotated.html)
16:28:24	7281/7281	------	200	untouched ('OK')	text/html	etag:W/%2261b1f71e-1c71%22	https://ps2dev.github.io/ps2sdk/struct___m_p_e_g_motion.html	/srv/http/rinassam/mirrors/ps2sdk/ps2dev.github.io/ps2sdk/struct___m_p_e_g_motion.html	(from https://ps2dev.github.io/ps2sdk/annotated.html)
16:28:24	8119/8119	------	200	untouched ('OK')	text/html	etag:W/%2261b1f71e-1fb7%22	https://ps2dev.github.io/ps2sdk/struct___m_p_e_g_motions.html	/srv/http/rinassam/mirrors/ps2sdk/ps2dev.github.io/ps2sdk/struct___m_p_e_g_motions.html	(from https://ps2dev.github.io/ps2sdk/annotated.html)
16:28:24	11596/11596	------	200	untouched ('OK')	text/html	etag:W/%2261b1f71e-2d4c%22	https://ps2dev.github.io/ps2sdk/struct__part__raw__record.html	/srv/http/rinassam/mirrors/ps2sdk/ps2dev.github.io/ps2sdk/struct__part__raw__record.html	(from https://ps2dev.github.io/ps2sdk/annotated.html)
16:28:24	6701/6701	------	200	untouched ('OK')	text/html	etag:W/%2261b1f71e-1a2d%22	https://ps2dev.github.io/ps2sdk/struct__part__record.html	/srv/http/rinassam/mirrors/ps2sdk/ps2dev.github.io/ps2sdk/struct__part__record.html	(from https://ps2dev.github.io/ps2sdk/annotated.html)
16:28:24	8724/8724	---M-Z	200	added ('OK')	text/html	etag:W/%2261b1f71e-2214%22	https://ps2dev.github.io/ps2sdk/structapa__header__t_8mbr.html	/srv/http/rinassam/mirrors/ps2sdk/ps2dev.github.io/ps2sdk/structapa__header__t_8mbr.html	(from https://ps2dev.github.io/ps2sdk/annotated.html)
